# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = model_4d9ba28ffb1aeb219300be003f2a12dc_model
# start_datetime = 2026-04-07 18:20:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 5000
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpQ59ItL/standata-165d65c9e3b68.json
# init = 2 (Default)
# random
#   seed = 1274970062
# output
#   file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpQ59ItL/model_4d9ba28ffb1aeb219300be003f2a12dc-202604071320-4-45e7ab.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpQ59ItL/model_4d9ba28ffb1aeb219300be003f2a12dc-profile-202604071320-4-1c755d.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=model_4d9ba28ffb1aeb219300be003f2a12dc_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Vc.1,Vc.2,Vc.3,Vc.4,l1_0,l2_0,l3_0,l4_0,l5_0,l6_0,l7_0,l8_0,l9_0,l10_0,l11_0,l12_0,l13_0,l14_0,l15_0,l1_11,l2_11,l3_11,l4_11,l5_12,l6_12,l7_12,l8_12,l9_12,l10_13,l11_13,l12_13,l13_13,l14_13,l15_13,log_Vc.1,log_Vc.2,log_Vc.3,log_Vc.4,pi.1.1,pi.2.1,pi.3.1,pi.4.1,pi.5.1,pi.6.1,pi.7.1,pi.8.1,pi.9.1,pi.10.1,pi.11.1,pi.12.1,pi.13.1,pi.14.1,pi.15.1,pi.1.2,pi.2.2,pi.3.2,pi.4.2,pi.5.2,pi.6.2,pi.7.2,pi.8.2,pi.9.2,pi.10.2,pi.11.2,pi.12.2,pi.13.2,pi.14.2,pi.15.2,pi.1.3,pi.2.3,pi.3.3,pi.4.3,pi.5.3,pi.6.3,pi.7.3,pi.8.3,pi.9.3,pi.10.3,pi.11.3,pi.12.3,pi.13.3,pi.14.3,pi.15.3,pi.1.4,pi.2.4,pi.3.4,pi.4.4,pi.5.4,pi.6.4,pi.7.4,pi.8.4,pi.9.4,pi.10.4,pi.11.4,pi.12.4,pi.13.4,pi.14.4,pi.15.4
-450.27826,0.96708641,0.056796046,6,127,0,471.72248,0.0007407636,0.0076343635,0.3696777,0.62194717,0.52925108,1.3510893,0.23526576,-2.4924092,1.6400727,0.2884465,0.79204491,0.76953519,0.68399413,-3.2810977,-2.2246038,-1.7600681,-5.1788587,-1.9453568,-2.0098741,3.3013109,1.4463742,0.11980686,6.6159404,1.4470305,2.2522853,2.0986101,1.1144003,7.4706074,5.106621,4.3114288,2.818409,16.400093,1.6910925,0.56796851,-7.207829,-4.8750957,-0.99512373,-0.47490013,0.62930842,0.79430766,0.55854664,0.076392043,0.83754483,0.57161577,0.68827024,0.68342034,0.66462956,0.036225374,0.097562715,0.14678181,0.0056028644,0.12506053,0.1181701,0.97876336,0.9425386,0.58784713,0.9840706,0.83754483,0.57161577,0.68827024,0.68342034,0.66462956,0.036225374,0.097562715,0.14678181,0.0056028644,0.12506053,0.1181701,0.97876336,0.9425386,0.58784713,0.9840706,0.95635762,0.9269484,0.94738254,0.86806252,0.99971267,0.036225374,0.097562715,0.14678181,0.0056028644,0.12506053,0.1181701,0.97876336,0.9425386,0.58784713,0.9840706,0.95635762,0.9269484,0.94738254,0.86806252,0.99971267,0.86122757,0.88961603,0.74237336,0.99998661,0.43677418,0.19125043
-433.94745,0.99971843,0.056796046,6,63,0,461.95381,0.027026028,0.0595407,0.60590959,0.30752368,-0.020999549,-0.12407392,-1.5130102,2.593491,0.95412748,0.41933645,2.9991825,-0.27835107,2.5601909,-1.7924624,-3.4972515,-1.5267751,-2.2479818,-1.7398939,-3.2748418,12.603223,4.5729865,2.6555978,1.195216,2.065941,3.1950745,0.25468418,1.7433168,5.0240029,3.2793312,5.8954907,2.4255942,4.8102498,2.791627,1.7878955,-3.6109549,-2.8210952,-0.50102449,-1.1792032,0.49475031,0.46902125,0.18049311,0.9304415,0.72194449,0.60332446,0.95253718,0.43085808,0.92825517,0.1427711,0.029390535,0.17846602,0.095523694,0.14932641,0.03644442,0.99999657,0.98844383,0.75815441,0.97787572,0.72194449,0.60332446,0.95253718,0.43085808,0.92825517,0.1427711,0.029390535,0.17846602,0.095523694,0.14932641,0.03644442,0.99999657,0.98844383,0.75815441,0.97787572,0.95347256,0.97377357,0.96281181,0.81229099,0.99949183,0.1427711,0.029390535,0.17846602,0.095523694,0.14932641,0.03644442,0.99999657,0.98844383,0.75815441,0.97787572,0.95347256,0.97377357,0.96281181,0.81229099,0.99949183,0.81560783,0.91669294,0.71070677,0.92839338,0.74110756,0.18438052
-432.15842,0.9931791,0.056796046,6,63,0,449.49393,0.05673519,0.02020915,0.6616143,0.26144136,1.7983559,-0.34013552,0.019550619,1.5900137,0.50936989,0.61959263,0.59230211,-2.104746,-0.035856971,-2.4509993,-2.3924661,-1.6129109,-4.3382498,-3.2603423,-3.0442802,2.7182869,4.6536039,0.42880092,0.65748416,2.446224,2.5990649,2.9308586,3.343925,10.843949,3.6627011,5.3512771,2.7977425,10.789362,3.9199472,1.45453,-2.8693606,-3.9016198,-0.41307253,-1.3415452,0.85794868,0.41577656,0.5048875,0.83061804,0.62465875,0.65012589,0.64389318,0.10863639,0.49103672,0.079365503,0.083749004,0.16618486,0.012891016,0.036957025,0.045465057,0.98919244,0.98678981,0.61024723,0.90443449,0.62465875,0.65012589,0.64389318,0.10863639,0.49103672,0.079365503,0.083749004,0.16618486,0.012891016,0.036957025,0.045465057,0.98919244,0.98678981,0.61024723,0.90443449,0.9505272,0.96153039,0.97133963,0.77542107,0.99997977,0.079365503,0.083749004,0.16618486,0.012891016,0.036957025,0.045465057,0.98919244,0.98678981,0.61024723,0.90443449,0.9505272,0.96153039,0.97133963,0.77542107,0.99997977,0.77059992,0.95067827,0.76581541,0.99842372,0.65917164,0.16941904
-435.80917,0.99925076,0.056796046,7,127,0,450.10832,0.01868146,0.029812051,0.7104337,0.24107279,-0.8664091,1.8039111,0.2607816,1.7965593,0.84771827,-0.34399953,0.8256139,0.72570806,1.7299525,-2.1820506,-2.8055199,-1.8466772,-2.0524374,-3.5099003,-3.3086732,10.146173,1.2406133,0.10765645,1.9869703,2.094567,4.4525797,2.73344,1.7942266,6.5288904,3.5356869,5.4933617,3.0680749,6.4995918,4.6138195,2.0810292,-3.9802237,-3.5128426,-0.34187965,-1.4226564,0.29600204,0.85862437,0.56482842,0.85772959,0.70008828,0.41483827,0.69542671,0.67386273,0.84940634,0.10137397,0.057026619,0.13626351,0.11380633,0.029031847,0.035274842,0.99990672,0.95454554,0.5910815,0.97776343,0.70008828,0.41483827,0.69542671,0.67386273,0.84940634,0.10137397,0.057026619,0.13626351,0.11380633,0.029031847,0.035274842,0.99990672,0.95454554,0.5910815,0.97776343,0.9498976,0.98383453,0.97232213,0.92552755,0.99974111,0.10137397,0.057026619,0.13626351,0.11380633,0.029031847,0.035274842,0.99990672,0.95454554,0.5910815,0.97776343,0.9498976,0.98383453,0.97232213,0.92552755,0.99974111,0.79472347,0.93630539,0.77230943,0.98842373,0.75099373,0.22659404
-439.32238,0.98788173,0.056796046,6,127,0,459.09839,0.020041041,0.068036364,0.66000476,0.25191783,0.79623627,-2.7607736,0.57636029,0.8068026,1.8706087,1.6991998,1.5233652,-2.5063695,1.6130787,-2.8167665,-3.1112568,-2.1051183,-4.2355274,-4.2513013,-3.6337887,7.6172365,5.5845964,0.07093644,1.397771,1.1514002,1.8078573,3.2485623,3.9003038,6.4334782,4.0435103,5.8105641,3.363545,8.9642842,5.8606718,2.2045235,-3.9099731,-2.687713,-0.41550823,-1.3786523,0.68916881,0.059481073,0.64022948,0.69142774,0.86652869,0.8454302,0.82103349,0.075412862,0.83383838,0.05642484,0.042645305,0.10860034,0.014265719,0.014045595,0.025736071,0.99977819,0.94394967,0.65640103,0.90065947,0.86652869,0.8454302,0.82103349,0.075412862,0.83383838,0.05642484,0.042645305,0.10860034,0.014265719,0.014045595,0.025736071,0.99977819,0.94394967,0.65640103,0.90065947,0.95355857,0.9708879,0.99160699,0.8012196,0.9996799,0.05642484,0.042645305,0.10860034,0.014265719,0.014045595,0.025736071,0.99977819,0.94394967,0.65640103,0.90065947,0.95355857,0.9708879,0.99160699,0.8012196,0.9996799,0.77324816,0.93698576,0.77875515,0.99123996,0.83332397,0.19321321
-432.44331,0.99873184,0.056796046,6,63,0,459.81406,0.040141087,0.08354512,0.53948691,0.33682688,0.14459049,-3.6329022,0.45437542,1.3909198,1.0280825,2.0296927,1.4661948,0.67036153,2.5676828,-2.587006,-2.3710619,-2.0594347,-2.9687754,-2.9362904,-2.079994,6.2995995,7.1097518,0.14769097,1.8405553,2.6681872,0.66870154,0.73663684,1.3138834,2.039923,3.7130898,5.2246649,3.6657182,13.554677,9.7118106,2.6198039,-3.2153548,-2.4823684,-0.61713676,-1.0881862,0.53608478,0.025758307,0.61167902,0.80073905,0.73654398,0.88387954,0.81247832,0.66158411,0.92875252,0.069979388,0.085406158,0.11310252,0.048856599,0.050388482,0.11105656,0.99841279,0.97002184,0.64612892,0.96200171,0.73654398,0.88387954,0.81247832,0.66158411,0.92875252,0.069979388,0.085406158,0.11310252,0.048856599,0.050388482,0.11105656,0.99841279,0.97002184,0.64612892,0.96200171,0.97578499,0.93693182,0.9005035,0.87913295,0.99012286,0.069979388,0.085406158,0.11310252,0.048856599,0.050388482,0.11105656,0.99841279,0.97002184,0.64612892,0.96200171,0.97578499,0.93693182,0.9005035,0.87913295,0.99012286,0.75511545,0.94550463,0.83289477,0.99997473,0.99885992,0.6317682
-435.08176,0.99029656,0.056796046,6,63,0,453.12169,0.013845498,0.032113699,0.60180051,0.3522403,0.73280476,1.2480866,-1.463408,1.8737818,0.88599911,3.1243201,2.9671849,0.34178919,4.5727794,-2.3335968,-2.2992306,-2.2270839,-2.4772407,-3.2383798,-3.4771824,12.094603,1.8447341,2.2249477,1.5610681,2.7613334,0.32485966,1.0069443,1.6312184,7.0510015,4.4079529,4.3527881,3.1856747,4.1871233,4.5514186,3.4391069,-4.2797951,-3.4384726,-0.50782927,-1.0434417,0.67542046,0.77696847,0.18794663,0.86689526,0.70806384,0.95788485,0.95106944,0.58462507,0.98977639,0.088378449,0.091186707,0.097344573,0.077469176,0.037746696,0.029968481,0.99999731,0.95659564,0.68168792,0.96877611,0.70806384,0.95788485,0.95106944,0.58462507,0.98977639,0.088378449,0.091186707,0.097344573,0.077469176,0.037746696,0.029968481,0.99999731,0.95659564,0.68168792,0.96877611,0.97460135,0.96920667,0.9815511,0.87793379,0.99999105,0.088378449,0.091186707,0.097344573,0.077469176,0.037746696,0.029968481,0.99999731,0.95659564,0.68168792,0.96877611,0.97460135,0.96920667,0.9815511,0.87793379,0.99999105,0.88838563,0.8863066,0.72283957,0.84682106,0.78802122,0.49048229
-438.59858,0.92400956,0.056796046,6,63,0,467.60698,0.049653248,0.038863906,0.64669082,0.26479203,2.4943974,2.0199057,-0.2172156,2.8610535,3.2521419,2.399232,2.0589205,-0.33213282,2.1270069,-2.4345506,-2.9694,-1.768412,-2.050902,-4.0273934,-3.4037685,18.336339,0.97175727,1.1396724,0.42880853,0.23809529,0.40023376,0.29459671,2.7439125,16.843834,4.1783351,6.5345647,3.1067507,7.1131529,5.3215887,2.8722152,-3.0026915,-3.2476893,-0.43588697,-1.3288106,0.92374812,0.88287126,0.44590861,0.94588725,0.96275,0.91676872,0.88684589,0.41772177,0.89350053,0.080575699,0.048827582,0.14573993,0.11396128,0.017508704,0.032177897,1,0.95219606,0.71554244,0.96407938,0.96275,0.91676872,0.88684589,0.41772177,0.89350053,0.080575699,0.048827582,0.14573993,0.11396128,0.017508704,0.032177897,1,0.95219606,0.71554244,0.96407938,0.97040871,0.94264695,0.91321339,0.91772116,0.99999999,0.080575699,0.048827582,0.14573993,0.11396128,0.017508704,0.032177897,1,0.95219606,0.71554244,0.96407938,0.97040871,0.94264695,0.91321339,0.91772116,0.99999999,0.85116713,0.97248611,0.79221662,0.99370854,0.78485644,0.37015468
-433.19922,0.96922578,0.056796046,5,58,1,458.46869,0.046463686,0.059753082,0.49929024,0.39449299,0.8602464,2.2968504,-0.53301585,3.2593744,2.9519819,2.2230527,1.7824388,-0.80685865,2.3014274,-2.0676595,-2.502444,-1.4867121,-1.8225423,-4.6685291,-3.1185111,8.1529093,0.71616605,1.1185237,0.38668992,0.35043043,0.74911389,0.76267527,2.665866,9.9430149,3.9835345,5.7136611,2.9229279,5.5115452,6.477704,2.9120026,-3.0690842,-2.8175345,-0.6945677,-0.93015392,0.70271213,0.90861586,0.36981376,0.96300851,0.95035707,0.90230063,0.85599774,0.3085603,0.90899519,0.11228011,0.075687023,0.18441573,0.1391291,0.0092987861,0.042350116,0.99987822,0.95315872,0.64233376,0.97456994,0.95035707,0.90230063,0.85599774,0.3085603,0.90899519,0.11228011,0.075687023,0.18441573,0.1391291,0.0092987861,0.042350116,0.99987822,0.95315872,0.64233376,0.97456994,0.96451147,0.95130075,0.92724459,0.86518121,0.99999519,0.11228011,0.075687023,0.18441573,0.1391291,0.0092987861,0.042350116,0.99987822,0.95315872,0.64233376,0.97456994,0.96451147,0.95130075,0.92724459,0.86518121,0.99999519,0.87167773,0.96125422,0.80786795,0.97561269,0.85926213,0.44855557
-436.94857,0.97821342,0.056796046,6,63,0,450.95661,0.051958985,0.10958258,0.5211662,0.31729224,0.8867531,1.7453869,-0.33237833,2.3593498,2.077017,1.5178149,1.8455247,-0.62668565,0.30412846,-3.0056331,-3.1007246,-1.9513633,-2.7395194,-4.4910568,-3.4913422,2.7040289,1.3170525,1.4559706,0.29709117,0.15666825,1.716555,1.9521495,2.4485245,2.4204417,3.641306,6.1681156,2.4356806,4.7370455,6.5310511,2.838097,-2.9573006,-2.2110769,-0.65168629,-1.147932,0.70821967,0.85137001,0.41766205,0.91367454,0.8886492,0.82021649,0.8636008,0.34826244,0.57545144,0.047172038,0.043077377,0.12440479,0.060681291,0.011084548,0.029559578,0.97316331,0.95531654,0.75465443,0.93440687,0.8886492,0.82021649,0.8636008,0.34826244,0.57545144,0.047172038,0.043077377,0.12440479,0.060681291,0.011084548,0.029559578,0.97316331,0.95531654,0.75465443,0.93440687,0.90323393,0.96210739,0.9780689,0.86078663,0.938461,0.047172038,0.043077377,0.12440479,0.060681291,0.011084548,0.029559578,0.97316331,0.95531654,0.75465443,0.93440687,0.90323393,0.96210739,0.9780689,0.86078663,0.938461,0.65377466,0.95552744,0.61876683,0.88053709,0.88493269,0.34225862
-435.53434,0.98878739,0.056796046,6,127,0,455.19949,0.058176721,0.015467044,0.58920234,0.3371539,2.0821318,-1.9748745,-0.26476857,1.1441504,-0.27309488,2.306735,2.6993509,1.9420078,2.5234161,-2.6774763,-1.9009078,-1.5226583,-3.7771014,-3.9811021,-4.4795259,2.8694445,5.321813,1.3171298,1.2946065,2.2253382,0.81184048,1.371149,0.35790033,9.0424288,3.4786122,4.3236773,2.507044,18.052999,4.9957911,3.503176,-2.84427,-4.1690437,-0.52898563,-1.0872158,0.88915431,0.12186628,0.43419185,0.75844084,0.43214746,0.90943329,0.93698833,0.87457255,0.92576716,0.064315583,0.13000576,0.1790704,0.02237676,0.018323056,0.011211661,0.99297741,0.96600444,0.74122806,0.91973537,0.43214746,0.90943329,0.93698833,0.87457255,0.92576716,0.064315583,0.13000576,0.1790704,0.02237676,0.018323056,0.011211661,0.99297741,0.96600444,0.74122806,0.91973537,0.87569105,0.95765249,0.9832176,0.90886943,0.99999052,0.064315583,0.13000576,0.1790704,0.02237676,0.018323056,0.011211661,0.99297741,0.96600444,0.74122806,0.91973537,0.87569105,0.95765249,0.9832176,0.90886943,0.99999052,0.6902174,0.91854719,0.72797757,0.99999937,0.73393679,0.27361665
